,time [s],voltage [V],current [A]
440,3.283583,-0.377391,-0.057179
441,3.291167,-0.37801,-0.084892
442,3.29875,-0.378866,-0.054109
443,3.306334,-0.379544,-0.086046
444,3.313917,-0.380331,-0.051463
445,3.3215,-0.381136,-0.087764
446,3.329083,-0.381851,-0.051089
447,3.336667,-0.382663,-0.086458
448,3.34425,-0.383317,-0.050909
449,3.351834,-0.384193,-0.083734
450,3.359417,-0.384795,-0.052478
451,3.367,-0.385763,-0.081494
452,3.374583,-0.386327,-0.055731
453,3.382167,-0.387282,-0.076598
454,3.38975,-0.387817,-0.058728
455,3.397333,-0.388793,-0.071942
456,3.404917,-0.389296,-0.062037
457,3.4125,-0.390334,-0.068509
458,3.420084,-0.390843,-0.066496
459,3.427667,-0.39184,-0.063551
460,3.43525,-0.392357,-0.069421
461,3.442833,-0.393333,-0.058495
462,3.450417,-0.393848,-0.072827
463,3.458,-0.394868,-0.055265
464,3.465584,-0.395424,-0.076319
465,3.473167,-0.396267,-0.063784
466,3.48075,-0.397015,-0.063774
467,3.488333,-0.397765,-0.063319
468,3.495917,-0.39851,-0.063119
469,3.5035,-0.399319,-0.063963
470,3.511083,-0.400055,-0.063215
471,3.518667,-0.400805,-0.062894
472,3.52625,-0.401562,-0.062196
473,3.533834,-0.402303,-0.061864
474,3.541417,-0.403051,-0.061791
475,3.549,-0.403857,-0.062765
476,3.556583,-0.404613,-0.061936
477,3.564167,-0.405366,-0.061699
478,3.57175,-0.406108,-0.061558
479,3.579334,-0.406863,-0.061273
480,3.586917,-0.407615,-0.060881
481,3.5945,-0.408368,-0.060732
482,3.602083,-0.409162,-0.061772
483,3.609667,-0.40991,-0.061081
484,3.61725,-0.41066,-0.060394
485,3.624834,-0.411404,-0.060462
486,3.632417,-0.412152,-0.060038
487,3.64,-0.41291,-0.059928
488,3.647583,-0.413698,-0.061132
489,3.655167,-0.414461,-0.060147
490,3.66275,-0.415195,-0.059877
491,3.670333,-0.41595,-0.059838
492,3.677917,-0.416699,-0.059383
493,3.6855,-0.417447,-0.059288
494,3.693084,-0.418242,-0.060242
495,3.700667,-0.419002,-0.059983
496,3.70825,-0.419744,-0.059574
497,3.715833,-0.420496,-0.059145
